["Ammonium_Chloride GDS77 W1R1Ba AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/ammonium_chloride_gds77.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/ammonium_chloride_gds77.27373.asc.txt"]
["Asphalt GDS376 Blck_Road old W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/black_old_asphaltroof_gds376.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/black_old_asphaltroof_gds376.27384.asc.txt"]
["Asphalt_Shingle GDS366 Tan W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/asphalt_gds366.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/asphalt_gds366.27407.asc.txt"]
["Asphalt_Shingle GDS367 DkGry W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/asphalt_gds367.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/asphalt_gds367.27430.asc.txt"]
["Asphalt_Shingle GDS368 Lgray W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/asphalt_gds368.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/asphalt_gds368.27454.asc.txt"]
["Asphalt_Tar GDS346 Blck_Roof W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/black_rooftar_gds346.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/black_rooftar_gds346.27476.asc.txt"]
["Brick GDS347 Paving Tan W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/brick_gds347.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/brick_gds347.27494.asc.txt"]
["Brick GDS348 Pave DkBrwngrey W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/brick_gds348.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/brick_gds348.27516.asc.txt"]
["Brick GDS349 Paving Red W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/brick_gds349.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/brick_gds349.27538.asc.txt"]
["Brick GDS350 Dk Red Building W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/brick_gds350.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/brick_gds350.27559.asc.txt"]
["Brick GDS353 Building MedRed W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/brick_gds353.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/brick_gds353.27580.asc.txt"]
["Brick GDS354 Building Lt Gry W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/brick_gds354.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/brick_gds354.27601.asc.txt"]
["Brick GDS355 Building Dk Gry W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/brick_gds355.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/brick_gds355.27620.asc.txt"]
["Burlap_Fabric GDS430 Brown W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/fabric_gds430.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/fabric_gds430.27645.asc.txt"]
["Cardboard GDS371 Brn Corgted W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/cardboard_gds371.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/cardboard_gds371.27664.asc.txt"]
["Nylon_Carpet GDS535 LtBrown W1R1Fa AREF","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/DESCRIPT/A/nylon_carpet_gds535.html","https://archive.usgs.gov/archive/sites/speclab.cr.usgs.gov/spectral.lib06/ds231/ASCII/A/nylon_carpet_gds535.27683.asc.txt"]
